index,ID,SMILES,InChIKey,Solubility,split
7906,C-2192,ClC1=C(OC2=CC(=C(Cl)C=C2Cl)Cl)C=CC=C1,DRVAMLZVBNYSQE-UHFFFAOYSA-N,-7,1
7907,C-2193,NC(CC1=CC(=C(O)C(=C1)I)I)C(O)=O,NYPYHUZRZVSYKL-UHFFFAOYSA-N,-2.86,1
7908,C-2194,ClC1=CC=C(OC2=C(Cl)C=CC=C2)C(=C1Cl)Cl,VTTDWGUAWMLHPR-UHFFFAOYSA-N,-6.74,1
7909,C-2195,CC1CN(CCO1)[S](=O)(=O)NC(=O)NCC2CC3CC2C=C3,FKKUGJURZVYUBG-UHFFFAOYSA-N,-2.26,1
7910,C-2196,ClC1=C(Cl)C(=C(Cl)C(=C1)OC2=CC=CC=C2)Cl,QAPPZLVGIXQUJW-UHFFFAOYSA-N,-7.52,1
7911,C-2197,CCN(CC)C(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,OTDNTVFTLSWXLS-UHFFFAOYSA-N,-2.59,1
7912,C-2199,OC1C(O)C(O)C2C(NC(=O)C3=C(O)C4=C(OCO4)C=C23)C1O,VREZDOWOLGNDPW-UHFFFAOYSA-N,-3.8,1
7913,C-2200,ClC1=C(Cl)C(=C(OC2=CC=CC=C2)C(=C1)Cl)Cl,WJZPRRFFZWVZJL-UHFFFAOYSA-N,-7.06,1
7914,C-2201,CC1CCC2=CC(=CC3=C2N1C=C(C(O)=O)C3=O)F,DPSPPJIUMHPXMA-UHFFFAOYSA-N,-3.74,1
7915,C-2202,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=CC=CC=C2,UFGXCDQXRUFDMA-UHFFFAOYSA-N,-7.02,1
7916,C-2204,CCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,NVWQRLZUBQMAOX-UHFFFAOYSA-N,-1.93,1
7917,C-2205,CCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,YWTLHUJMKYJQNI-UHFFFAOYSA-N,-2.37,1
7918,C-2206,CN(CC(=O)NC1=NN=C(S1)[S](N)(=O)=O)C(N)=N,UGKZABQBFUBOFG-UHFFFAOYSA-N,-1.14,1
7919,C-2208,OC(=O)CCC(=O)OCN1C(=O)OC2=CC=C(Cl)C=C12,IRAKAHJFDQRYNL-UHFFFAOYSA-N,-3.41,1
7920,C-2211,C=CC1CN2CCC1CC2C(=O)C3=CC=NC4=C3C=CC=C4,AEFOLTVWSRMXMW-UHFFFAOYSA-N,-3.19,1
7921,C-2212,[O-][N+](=O)C1=C(C=C(C(=O)N2CCCCC2)C(=C1)[N+]([O-])=O)N3CC3,DFFPUVDMNIWTAL-UHFFFAOYSA-N,-3.17,1
7922,C-2215,CC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1CCCC4,XGQBUGNCZRJKJR-UHFFFAOYSA-N,-6.75,1
7923,C-2217,CCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,UXSMYWBTLMYEGK-UHFFFAOYSA-N,-2.64,1
7924,C-2218,CC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(C)=O,BGNHXVMZTVHITP-UHFFFAOYSA-N,-2.54,1
7925,C-222,CC1=CC(=C(O)C=C1)C(O)=O,DLGBEGBHXSAQOC-UHFFFAOYSA-N,-2.76,1
7926,C-2220,[O-][N+](=O)C1=C(C=C(C(=O)N2CCOCC2)C(=C1)[N+]([O-])=O)N3CC3,LUZNBBPGOHLPBY-UHFFFAOYSA-N,-2.89,1
7927,C-2224,CN1N=C(SC1=N[S](C)(=O)=O)[S](N)(=O)=O,RNJWMMREPOUHCP-UHFFFAOYSA-N,-2.05,1
7928,C-2230,ClC1=CC(=C(Cl)C(=C1)C2=C(Cl)C(=CC=C2)Cl)Cl,SUBRHHYLRGOTHL-UHFFFAOYSA-N,-6.96,1
7929,C-2235,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C3CCCC3)C1=O,FFBDFADSZUINTG-UHFFFAOYSA-N,-4.96,1
7930,C-2236,CC1=CC=C(C=C1)C(=O)C2=CC(=C(O)C(=C2)O)[N+]([O-])=O,MIQPIUSUKVNLNT-UHFFFAOYSA-N,-4.17,1
7931,C-2238,CC1=C(C)C(=NO1)N[S](=O)(=O)C2=CC=C(N)C=C2,DAUFGBIKKGOPJA-UHFFFAOYSA-N,-2.19,1
7932,C-2239,CCCC1=C2CCCCC2=CC3=C1OC(=CC3=O)C(O)=O,DLKZWVIRKURGIR-UHFFFAOYSA-N,-1.9,1
7933,C-2240,OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,QQBKLRXLVRDKEB-UHFFFAOYSA-N,-3.3,1
7934,C-2241,CCCCCCOC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,UORJFFDRYWJWQH-UHFFFAOYSA-N,-3,1
7935,C-2243,ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,WDBLKMRZRGLISL-UHFFFAOYSA-N,-8.25,1
7936,C-2244,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(OC(=O)C5=CC=CC=C5)C#C,XIWMRZUMWWBVKW-UHFFFAOYSA-N,-7.75,1
7937,C-2245,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C=C1Cl,NRAVUGAGYOBXIG-UHFFFAOYSA-N,-7.83,1
7938,C-2246,CC1CC2C3CCC(O)(C(=O)COC(=O)CCC(O)=O)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,IMBXEJJVJRTNOW-UHFFFAOYSA-N,-4.2,1
7939,C-2247,ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,BUAXMSGDEZZOJD-UHFFFAOYSA-N,-7.89,1
7940,C-2248,O=C1NC=NC2=C1C=N[N]2C(=O)C3=CC=CC=C3,OEYHHMLIRPBEEB-UHFFFAOYSA-N,-4.23,1
7941,C-2249,ClC1=CC=C(C=C1)C(C2=C(Cl)C=CC=C2)C(Cl)(Cl)Cl,CVUGPAFCQJIYDT-UHFFFAOYSA-N,-7.13,1
7942,C-225,CO[P](=O)(NC(C)=O)SC,YASYVMFAVPKPKE-UHFFFAOYSA-N,0.54,1
7943,C-2250,ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C=C(Cl)C(=C2)Cl,XIFRTJZLSYOLIU-UHFFFAOYSA-N,-8.06,1
7944,C-2251,ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC=C(Cl)C(=C2)Cl,ZVFHTYGIYIXYOJ-UHFFFAOYSA-N,-7.83,1
7945,C-2252,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C(=C2)Cl)C(=C1)Cl,AVURWLKSFZBANQ-UHFFFAOYSA-N,-7.61,1
7946,C-2253,ClC1=CC(=CC(=C1)Cl)OC2=C(Cl)C(=C(Cl)C=C2)Cl,HCTKORQPUZCIAO-UHFFFAOYSA-N,-7.86,1
7947,C-2254,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1,WSTVMACYLXUQIM-UHFFFAOYSA-N,-8.06,1
7948,C-2255,ClC1=CC(=C(OC2=CC=C(Cl)C(=C2)Cl)C(=C1)Cl)Cl,POOXVKSDWCXIBU-UHFFFAOYSA-N,-7.62,1
7949,C-2257,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)NC=C2,VCOUXVOVQPWIOT-UHFFFAOYSA-N,-3.55,1
7950,C-2258,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2)Cl)C(=C1)Cl,RSBUDFTVQYJNHK-UHFFFAOYSA-N,-7.44,1
7951,C-2259,ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C=C(Cl)C(=C2)Cl,MKIAKZAWONVRFF-UHFFFAOYSA-N,-7.56,1
7952,C-226,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,NTYYDJWPKCQQIB-UHFFFAOYSA-N,-3.94,1
7953,C-2260,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2)Cl)Cl)C(=C1)Cl,QPEBRZQSEUOWPA-UHFFFAOYSA-N,-7.64,1
7954,C-2261,ClC1=CC=C(OC2=C(Cl)C(=CC=C2Cl)Cl)C=C1Cl,KASGFDPQAMDPAZ-UHFFFAOYSA-N,-7.35,1
7955,C-2262,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C=C2Cl)Cl)C=C1,LUNNFBBTEHRYMW-UHFFFAOYSA-N,-7.77,1
7956,C-2263,CCCCCCCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,GZVOWHYYFUOPAE-UHFFFAOYSA-N,-3.45,1
7957,C-2264,ClC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2Cl)C(=C1)Cl,FONWDRSQXQZNBN-UHFFFAOYSA-N,-7.33,1
7958,C-2265,ClC1=C(Cl)C(=CC=C1)OC2=C(Cl)C=C(Cl)C(=C2)Cl,ABYZYVAIOYICJQ-UHFFFAOYSA-N,-7.48,1
7959,C-2266,ClC1=CC=C(Cl)C(=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,SCLCXTQIVCULDR-UHFFFAOYSA-N,-7.7,1
7960,C-2267,NC(=N)C1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)C(N)=N,KRUVSRGJKCHYMY-UHFFFAOYSA-N,-1.77,1
7961,C-2268,ClC1=C(Cl)C(=CC=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl,ABRDPORILGADAP-UHFFFAOYSA-N,-7.38,1
7962,C-2269,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C=C1,UETIKWAWMZLQQZ-UHFFFAOYSA-N,-7.76,1
7963,C-2270,ClC1=CC=C(C=C1)N2N=NC3C4CC(C5N=NC45)C23,DPOWHSMECVNHAT-UHFFFAOYSA-N,-4.87,1
7964,C-2271,ClC1=CC=C(OC2=C(Cl)C(=CC=C2Cl)Cl)C(=C1)Cl,BRNKJDZWZYZVNM-UHFFFAOYSA-N,-7.24,1
7965,C-2272,ClC1=CC=CC(=C1OC2=C(Cl)C=C(Cl)C(=C2)Cl)Cl,BOJBTUWEQMUWHT-UHFFFAOYSA-N,-7.12,1
7966,C-2273,ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC=C2Cl)C=C1)Cl,JGXAONSRHOSPTJ-UHFFFAOYSA-N,-7.23,1
7967,C-2274,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCOC(=O)CN,SZSNDQZFLGGEBX-UHFFFAOYSA-N,-1.98,1
7968,C-2275,CN(C)[S](=O)(=O)NC1=NN=C(S1)[S](N)(=O)=O,OXCKOUMFAKPIEL-UHFFFAOYSA-N,-2.68,1
7969,C-2276,ClC1=C(Cl)C(=C(OC2=CC=CC=C2)C(=C1Cl)Cl)Cl,JDWOFUWJURZFFF-UHFFFAOYSA-N,-7.94,1
7970,C-2277,CCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CC,CTMFEUPSVOSORU-UHFFFAOYSA-N,-2.78,1
7971,C-2279,CC(OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1)C(O)=O,OOLBCHYXZDXLDS-UHFFFAOYSA-N,-5.04,1
7972,C-2282,CC(C(O)=O)C1=CC2=C(C=C1)C3=C([NH]2)C=CC(=C3)Cl,PUXBGTOOZJQSKH-UHFFFAOYSA-N,-4.7,1
7973,C-2285,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OC(C)OC(=O)CN,WVZTUUIUEUVJGM-UHFFFAOYSA-N,-2.44,1
7974,C-2286,OC1=CC=CC2=C1C(=O)C3=C(C=CC=C3O)C2=O,QBPFLULOKWLNNW-UHFFFAOYSA-N,-5.19,1
7975,C-2287,CN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,QOPHKHWJLOYIDO-UHFFFAOYSA-N,-2.36,1
7976,C-229,[O-][N+](=O)C1=CC=CC(=C1)C=O,ZETIVVHRRQLWFW-UHFFFAOYSA-N,-1.98,1
7977,C-2290,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=C(OC(C)=O)C=C2,MGJXRNWWFDAVMQ-UHFFFAOYSA-N,-4.41,1
7978,C-2291,CN1C(=O)N(C)C2=C([NH]C(=N2)C3=CC=CC=C3)C1=O,PJFMAVHETLRJHJ-UHFFFAOYSA-N,-5,1
7979,C-2292,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C(C3CC3)C4CC4)C1=O,OEPXIQLEKWHAGE-UHFFFAOYSA-N,-4.59,1
7980,C-2293,CCCC1=C2OC(=CC(=O)C2=C(O)C3=C1CCCC3)C(O)=O,VFFTVZUIDYJUQS-UHFFFAOYSA-N,-2.68,1
7981,C-2294,CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O,AVKUERGKIZMTKX-UHFFFAOYSA-N,-1.99,1
7982,C-2295,CC(C)C1(O)CCN2CC3C4=C(CCC5=C3C(=CC=C5)C2C1)C=CC=C4,UPMOVJBGNREKJV-UHFFFAOYSA-N,-3.81,1
7983,C-2296,CC1C\C=C\C=C\C=C\C=C\C(CC2OC(O)(CC(O)CC3OC3/C=C/C(=O)O1)CC(O)C2C([O-])=O)OC4OC(C)C(O)C([NH3+])C4O,NCXMLFZGDNKEPB-YLTFDBFKSA-N,-2.21,1
7984,C-2297,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCNCC3)C(=C2)F,OGJPXUAPXNRGGI-UHFFFAOYSA-N,-2.76,1
7985,C-2298,CCCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CCC,SFXAJOVEEUKUPY-UHFFFAOYSA-N,-3.71,1
7986,C-2299,CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CC=CC=C3)C2=O)C(O)=O,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,-1.58,1
7987,C-23,CC(C)(C)OC(N)=O,LFKDJXLFVYVEFG-UHFFFAOYSA-N,0.1,1
7988,C-2300,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CC=N2,NJIZUWGMNCUKGU-UHFFFAOYSA-N,-3.59,1
7989,C-2302,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C3CCC(=O)C3)C1=O,RUHGOZFOVBMWOO-UHFFFAOYSA-N,-3.16,1
7990,C-2303,ClC1=C(Cl)C(=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C=C1)Cl,FEIDIWDEJQVIPO-UHFFFAOYSA-N,-8.49,1
7991,C-2304,CC(C)C1(C)N=C(NC1=O)C2=NC3=C(C=CC=C3)C=C2C(O)=O,CABMTIJINOIHOD-UHFFFAOYSA-N,-3.72,1
7992,C-2305,CC(=O)OCN1C=C(F)C(=O)N(C1=O)C(=O)C2=CC=CC=C2,PUXWCWJFSQGEGX-UHFFFAOYSA-N,-3.34,1
7993,C-2306,CC1=NC=C([N]1CCOC(=O)C2=CC=C(CN3CCOCC3)C=C2)[N+]([O-])=O,QFLZEYUXHIFILY-UHFFFAOYSA-N,-2.89,1
7994,C-2307,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(Cl)C(=C2)Cl,CDCMAMVXGZBIAX-UHFFFAOYSA-N,-4.94,1
7995,C-2308,COC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C(N)C=C1,XNBPWMJDOGVRNA-UHFFFAOYSA-N,-5.08,1
7996,C-2309,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N3CCNCC3)C(=C2)F,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,-2.92,1
7997,C-231,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N,-3.6,1
7998,C-2310,CN(C)[S](=O)(=O)N=C1SC(=NN1C)[S](N)(=O)=O,IXUHQPKKIHYXSU-UHFFFAOYSA-N,-2.7,1
7999,C-2311,ClC1=CC(=C(Cl)C(=C1)Cl)OC2=CC(=C(Cl)C=C2Cl)Cl,SFTBUGPDOJDENF-UHFFFAOYSA-N,-8.41,1
8000,C-2313,ClC1=CC(=C(Cl)C(=C1)OC2=C(Cl)C(=C(Cl)C=C2)Cl)Cl,JTEWACHFMNTRBB-UHFFFAOYSA-N,-8.55,1
8001,C-2315,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C=C1Cl,YLAYOOJLJKJGCF-UHFFFAOYSA-N,-8.3,1
8002,C-2316,ClC1=CC(=C(OC2=C(Cl)C(=C(Cl)C=C2Cl)Cl)C=C1)Cl,BIWCEXHDIQZFHI-UHFFFAOYSA-N,-8.47,1
8003,C-2317,CCOC(=O)C1=CN=C(N[S](=O)(=O)C2=CC=CC=C2)C=C1,OPJMLVHGUKLBMN-UHFFFAOYSA-N,-4.24,1
8004,C-2318,CC(=O)OC1=CC=C(CC(NC(=O)C2=CC=CC=C2)C(N)=O)C=C1,QJGVNUOLWAHMIO-UHFFFAOYSA-N,-3.89,1
8005,C-2319,ClC1=CC=C(Cl)C(=C1Cl)OC2=C(Cl)C=C(Cl)C(=C2)Cl,RDKSFIZNZGWNLA-UHFFFAOYSA-N,-7.88,1
8006,C-2321,CN(CC(=O)NCCC(=O)NC1=NN=C(S1)[S](N)(=O)=O)C(N)=N,DCHWBJNKHKXUAM-UHFFFAOYSA-N,-1.13,1
8007,C-2322,CN1C(=O)N(C)C2=C([NH]C(=N2)\C=C\C3=CC=CC=C3)C1=O,BTFAUMMRKLKUJP-CMDGGOBGSA-N,-6.66,1
8008,C-2323,ClC1=CC(=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C=C1)Cl,DIBYIHMYEPMGKC-UHFFFAOYSA-N,-8.42,1
8009,C-2324,ClC1=C(Cl)C(=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1)Cl,YDVYLSIVXYLBBX-UHFFFAOYSA-N,-7.96,1
8010,C-2325,CCC(CC1=C(I)C(=C(I)C=C1I)N)C(O)=O,OIRFJRBSRORBCM-UHFFFAOYSA-N,-4.58,1
8011,C-2326,CN1N=C(SC1=N[S](=O)(=O)C(F)(F)F)[S](N)(=O)=O,TUDRWVDXIQKGIO-UHFFFAOYSA-N,-1.16,1
8012,C-2329,CN1C(=O)N(C)C2=C([N](C)C(=N2)C3=CC=CC=C3)C1=O,MBYIBRUTNFFDFL-UHFFFAOYSA-N,-3.31,1
8013,C-2330,CN(CC1=CC=C(OCCN2CCOCC2)C=C1)C(=O)C3=CC=C(O3)[N+]([O-])=O,OWPRYUHHSFTVHN-UHFFFAOYSA-N,-2.29,1
8014,C-2332,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)N(CC=C)C=C2,VIAUKNFHMJPBHP-UHFFFAOYSA-N,-3.11,1
8015,C-2334,CC(=O)NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC=CS2,KXNXWINFSDKMHD-UHFFFAOYSA-N,-3.43,1
8016,C-2335,CC(C)N1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,LRUSAJDEBDJPKV-UHFFFAOYSA-N,-3.17,1
8017,C-2339,CCNC(=O)OC1=C(O)C(=CC(=C1)\C=C(C#N)/C(=O)N(CC)CC)[N+]([O-])=O,HVMGUPMFFCLQNI-GHXNOFRVSA-N,-3.18,1
8018,C-234,CCOC(=O)C1=CC=C(O)C=C1,NUVBSKCKDOMJSU-UHFFFAOYSA-N,-2.2,1
8019,C-2341,CCCCC(=O)OCSC1=NC=NC2=C1N=C[N]2COC(=O)CCCC,RIVOAEXQOBGQPO-UHFFFAOYSA-N,-4.33,1
8020,C-2343,COC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,PGNXXIOBJLPXFL-UHFFFAOYSA-N,-4.64,1
8021,C-2344,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O,LSQZJLSUYDQPKJ-UHFFFAOYSA-N,-2.17,1
8022,C-2345,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)[C]34CC5[CH2]C(C[CH]3C5)C4)C1=O,PJBFVWGQFLYWCB-UHFFFAOYSA-N,-5.85,1
8023,C-2346,CN1C=C(C(N)=O)C(=C(F)C1=O)NC2=C(F)C=C(Br)C=C2,LNCZLEZOTUBASE-UHFFFAOYSA-N,-4.14,1
8024,C-2347,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCCOC(=O)C(N)CC(C)C,GVNYQGKVULMAET-UHFFFAOYSA-N,-3.82,1
8025,C-2348,CCCCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,YLHKVSOBVLMBIT-UHFFFAOYSA-N,-3.09,1
8026,C-2349,CCC(C)C(N)C(=O)OCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,ZNNNHDSEKOSIMH-UHFFFAOYSA-N,-3.82,1
8027,C-2350,FC1=C(C2SCC3=NC4=C(C=CC=C4)[N]23)C(=CC=C1)F,AMLBAOPYPUXEQF-UHFFFAOYSA-N,-3.76,1
8028,C-2351,CCN(CC)C(=O)CCC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,GEUZJBMJDHYJEC-UHFFFAOYSA-N,-1.14,1
8029,C-2354,CC(C)CN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,IMPWCIFPLYQYLB-UHFFFAOYSA-N,-3.11,1
8030,C-2355,CCCC(=O)OCN1C=C(F)C(=O)N(C1=O)C(=O)C2=CC=CC=C2,WJZCANSESVPVMM-UHFFFAOYSA-N,-3.73,1
8031,C-2356,CNN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F,RUXPNBWPIRDVTH-UHFFFAOYSA-N,-3.73,1
8032,C-2358,CC(C)(C)C(=O)OC1=CC2=C(C=C1)N=C(S2)[S](N)(=O)=O,FAZPZNCEAZRGPY-UHFFFAOYSA-N,-3.73,1
8033,C-2359,CCC(C)N1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,VUVSIYGODRCZRX-UHFFFAOYSA-N,-2.76,1
8034,C-236,CCC1C(=O)NC(=O)NC1=O,FMTLDVACNZDTQL-UHFFFAOYSA-N,-0.92,1
8035,C-2361,COC1=CC2=CC=C(C=C2C=C1)C(C)C(=O)OCCOC(=O)CN3CCOCC3,FFWGHEZSBSOVRZ-UHFFFAOYSA-N,-4.3,1
8036,C-2362,ClC1=CC=C(C=C1Cl)C2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,TYEDCFVCFDKSBK-UHFFFAOYSA-N,-8.9,1
8037,C-2363,ClC1=CC(=C(Cl)C(=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl)Cl,SSTJUBQGYXNFFP-UHFFFAOYSA-N,-9.1,1
8038,C-2364,CCCOC(=O)N1C2CN3C4=C(C(COC(N)=O)C3(OC)C12)C(=O)C(=C(C)C4=O)N,USOBOOWDKRUMNG-UHFFFAOYSA-N,-3.48,1
8039,C-2368,CN1C(=O)N(C)C2=C([N](C)C(=N2)\C=C\C3=CC=CC=C3)C1=O,OBOGEXJSNUIECN-MDZDMXLPSA-N,-5.55,1
8040,C-2373,CCC(C)C(N)C(=O)OCCCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,UHSJNNFEGHBUMV-UHFFFAOYSA-N,-4.52,1
8041,C-2376,COC1=CC2=C(C=C1OC)C34CCN5CC6=CCOC7CC(=O)N2C3C7C6CC45,RRKTZKIUPZVBMF-UHFFFAOYSA-N,-2.79,1
8042,C-2381,ClC1=CC(=CC(=C1Cl)Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,JUHPMUOWCYBMEY-UHFFFAOYSA-N,-9.54,1
8043,C-2383,C1CC2=CC3=CC4=C(C=CC=C4)C=C3C5=C2C1=CC=C5,PMNATJJZOUNELG-UHFFFAOYSA-N,-2.97,1
8044,C-2384,CC(C)OC1=CC=C(C=C1)C(=O)N[S](=O)(=O)C2=CC=C(N)C=C2,FBFBRAFXKGRRHI-UHFFFAOYSA-N,-4.3,1
8045,C-2385,CSC1=CC=C2OC3=C(C=C(C=C3)C(O)=O)C(=O)C2=C1,GEMHNGLORSISHO-UHFFFAOYSA-N,-5.32,1
8046,C-2387,CCN1C=C(C(O)=O)C(=O)C2=C1C(=C(N3CCNC(C)C3)C(=C2)F)F,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,-2.33,1
8047,C-2388,CCN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4CC4)C(O)=O,SPFYMRJSYKOXGV-UHFFFAOYSA-N,-3.18,1
8048,C-2389,OC(=O)CCC1=NC(=C(O1)C2=CC=CC=C2)C3=CC=CC=C3,OFPXSFXSNFPTHF-UHFFFAOYSA-N,-2.24,1
8049,C-239,NC1=CC(=C(O)C=C1)C(O)=O,KBOPZPXVLCULAV-UHFFFAOYSA-N,-2.26,1
8050,C-2392,CC(=O)NC1=C(I)C=C(I)C(=C1I)C(O)=O,GNOGSFBXBWBTIG-UHFFFAOYSA-N,-2.64,1
8051,C-2394,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl,RPNFRXWGMTYOPA-UHFFFAOYSA-N,-9.64,1
8052,C-2395,CCN(CC)C(=O)NC1CN(C)C2CC3=C(Br)[NH]C4=C3C(=CC=C4)C2=C1,SBHNNNRQZGYOAU-UHFFFAOYSA-N,-4.38,1
8053,C-2396,O=C1OC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=C1C=CC=C4,WUBNJKMFYXGQDB-UHFFFAOYSA-N,-3.85,1
8054,C-2397,CN1CC2CC1CN2C3=CC4=C(C=C3F)C(=O)C(=CN4C5CC5)C(O)=O,QMLVECGLEOSESV-UHFFFAOYSA-N,-2.9,1
8055,C-2398,OC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC(=C(O)C=C3)O,IQPNAANSBPBGFQ-UHFFFAOYSA-N,-3.61,1
8056,C-2399,CCCC1=C(O)N2N(C1=O)C3=CC(=CC=C3N=C2N(C)C)C,VECZDVJCSZXAPJ-UHFFFAOYSA-N,-3.63,1
8057,C-2400,CCCCC1=CC2=C(C=C1)C=C3C=CC4=C(C=CC=C4)C3=C2,NOYOIPQGXQUMJJ-UHFFFAOYSA-N,-7.52,1
8058,C-2401,COC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,RDMOROXKXONCAL-UHFFFAOYSA-N,-1.89,1
8059,C-2403,CNCC(=O)NC1=C(C=C(C(=C1)Cl)[S](N)(=O)=O)[S](N)(=O)=O,QJRULOWVWPKJHB-UHFFFAOYSA-N,-1.27,1
8060,C-2404,CC1=C2C=CC3=C(C=CC=C3)C2=CC4=CC=C(Cl)C=C14,KSPYBKJPLXLJIX-UHFFFAOYSA-N,-7.44,1
8061,C-2405,CC(C)OC(=O)CC(C(=O)OC(C)C)[S](=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O,UJXAIAIZGQQXIX-UHFFFAOYSA-N,-4.29,1
8062,C-2406,CN1CCN(CC1)C2=C(F)C3=C(C=C2F)C(=O)C(=CN3CCF)C(O)=O,XBJBPGROQZJDOJ-UHFFFAOYSA-N,-2.73,1
8063,C-2407,CC1CCC2=C(N3CCC(O)CC3)C(=CC4=C2N1C=C(C(O)=O)C4=O)F,JYJTVFIEFKZWCJ-UHFFFAOYSA-N,-3.78,1
